indexOfdf,Id,ColumnName,Orignal,Modified,ErrorType,Fixing
38268,69585628,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38269,66195227,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38270,68049608,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38271,66983643,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38272,63875318,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38273,63026411,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38274,67803206,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38275,68635195,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38276,65899846,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38277,64558822,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38278,66983756,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38279,65171521,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38280,69981250,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38281,64130278,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38282,65681904,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38283,66195340,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38284,63875235,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38285,67803649,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38286,68633410,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38287,69981147,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38288,67803662,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38289,68049644,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38290,68635674,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38291,67803793,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38292,66606098,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38293,66606100,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38294,68634186,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38295,66434517,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38296,68049774,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38297,70460575,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38298,64558795,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38299,69981101,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38300,66195313,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38301,66195092,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38302,66434478,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38303,67244622,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38304,66434906,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38305,68633984,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38306,65171309,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38307,67803217,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38308,65682056,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38309,68632437,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38310,66606267,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38311,65682010,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38312,65437087,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38313,68635043,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38314,68634842,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38315,49932945,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38316,66983568,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38317,69794154,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38318,69981122,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38319,65171409,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38320,64338672,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38321,57405965,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38322,66606374,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38323,66434911,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38324,69794066,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38325,66434663,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38326,65436998,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38327,66983847,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38328,66195411,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38329,68632403,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38330,66195335,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38331,68632526,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38332,69794124,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38333,65681824,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38334,67803646,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38335,65171608,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38336,70460471,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38337,67244721,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38338,63875383,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38339,67803683,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38340,65171518,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38341,67244690,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38342,63875228,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38343,66195420,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38344,65899710,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38345,67803068,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38346,65682013,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38347,65899779,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38348,69981130,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38349,69584888,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38350,65436955,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38351,66983879,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38352,68049713,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38353,64796778,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38354,65437084,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38355,65899968,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38356,66606419,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38357,65171419,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38358,64338676,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38359,64796515,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38360,64796727,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38361,67803781,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38362,66195354,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38363,65899773,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38364,68634266,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38365,66195478,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38366,64796577,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38367,64796590,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38368,64558798,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38369,66434566,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38370,67803186,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38371,66606120,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38372,64796514,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38373,65171568,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38374,66195137,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38375,68635429,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38376,66195441,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38377,65682068,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38378,65171247,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38379,66606220,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38380,68634546,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38381,65681950,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38382,67803768,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38383,66195257,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38384,65899696,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38385,66606245,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38386,68632343,Company,-,non-specified,Inconsistency,replacing all inconsistant values
38387,67803345,Company,-,non-specified,Inconsistency,replacing all inconsistant values
